Model,TBS1102C,
9.568e-02,-1.28,0.0236
9.584e-02,-1.24,0.0244
9.600e-02,-1.2,0.026
9.616e-02,-1.16,0.0208
9.632e-02,-1.12,0.0248
9.648e-02,-1.1,0.024
9.664e-02,-1.04,0.0272
9.680e-02,-1,0.0268
9.696e-02,-0.96,0.0272
9.712e-02,-0.92,0.0284
9.728e-02,-0.88,0.0292
9.744e-02,-0.84,0.0276
9.760e-02,-0.78,0.0276
9.776e-02,-0.74,0.028
9.792e-02,-0.7,0.0284
9.808e-02,-0.66,0.0292
9.824e-02,-0.6,0.0276
9.840e-02,-0.56,0.0296
9.856e-02,-0.54,0.0308
9.872e-02,-0.48,0.0288
9.888e-02,-0.44,0.0312
9.904e-02,-0.4,0.0292
9.920e-02,-0.34,0.0304
9.936e-02,-0.3,0.0304
9.952e-02,-0.26,0.0292
9.968e-02,-0.24,0.0284
9.984e-02,-0.18,0.0292
1.000e-01,-0.12,0.03
1.002e-01,-0.08,0.0296
1.003e-01,-0.04,0.03
1.005e-01,0,0.03
1.006e-01,0.04,0.0296
1.008e-01,0.1,0.0304
1.010e-01,0.14,0.0308
1.011e-01,0.18,0.0308
1.013e-01,0.22,0.0288
1.014e-01,0.28,0.0304
1.016e-01,0.32,0.0312
1.018e-01,0.38,0.0316
1.019e-01,0.4,0.0292
1.021e-01,0.44,0.0292
1.022e-01,0.5,0.0276
1.024e-01,0.54,0.0304
1.026e-01,0.58,0.026
1.027e-01,0.64,0.0288
1.029e-01,0.68,0.0272
1.030e-01,0.72,0.0248
1.032e-01,0.76,0.0292
1.034e-01,0.8,0.0292
1.035e-01,0.86,0.028
1.037e-01,0.88,0.0276
1.038e-01,0.94,0.0264
1.040e-01,0.98,0.028
1.042e-01,1.02,0.0248
1.043e-01,1.06,0.0268
1.045e-01,1.1,0.0264
1.046e-01,1.12,0.0208
1.048e-01,1.18,0.0276
1.050e-01,1.22,0.028
1.051e-01,1.26,0.026
1.053e-01,1.3,0.0248
1.054e-01,1.34,0.024
1.056e-01,1.38,0.024
1.058e-01,1.42,0.024
1.059e-01,1.46,0.024
1.061e-01,1.48,0.0236
1.062e-01,1.52,0.0256
1.064e-01,1.56,0.0232
1.066e-01,1.6,0.022
1.067e-01,1.62,0.0212
1.069e-01,1.66,0.0196
1.070e-01,1.7,0.0204
1.072e-01,1.7,0.0196
1.074e-01,1.76,0.0216
1.075e-01,1.78,0.0208
1.077e-01,1.8,0.0176
1.078e-01,1.82,0.0148
1.080e-01,1.86,0.02
1.082e-01,1.88,0.0196
1.083e-01,1.92,0.0172
1.085e-01,1.94,0.0164
1.086e-01,1.96,0.0164
1.088e-01,2,0.0184
1.090e-01,2,0.0152
1.091e-01,2.02,0.0148
1.093e-01,2.04,0.0128
1.094e-01,2.08,0.0128
1.096e-01,2.1,0.0132
1.098e-01,2.1,0.0116
1.099e-01,2.14,0.012
1.101e-01,2.14,0.0112
1.102e-01,2.16,0.0136
1.104e-01,2.18,0.01
1.106e-01,2.18,0.0092
1.107e-01,2.2,0.0104
1.109e-01,2.22,0.008
1.110e-01,2.22,0.0092
1.112e-01,2.24,0.0076
1.114e-01,2.28,0.0076
1.115e-01,2.26,0.0068
1.117e-01,2.26,0.0056
1.118e-01,2.28,0.006
1.120e-01,2.3,0.008
1.122e-01,2.3,0.004
1.123e-01,2.3,0.0056
1.125e-01,2.3,0.0048
1.126e-01,2.32,0.0032
1.128e-01,2.32,-0.0016
1.130e-01,2.32,0.0012
1.131e-01,2.32,-0.002
1.133e-01,2.32,-0.0004
1.134e-01,2.32,-0.0012
1.136e-01,2.3,-0.002
1.138e-01,2.3,-0.002
1.139e-01,2.3,-0.004
1.141e-01,2.28,-0.0044
1.142e-01,2.28,-0.0044
1.144e-01,2.26,-0.0048
1.146e-01,2.28,-0.006
1.147e-01,2.26,-0.0064
1.149e-01,2.24,-0.0096
1.150e-01,2.24,-0.0072
1.152e-01,2.22,-0.004
1.154e-01,2.2,-0.0084
1.155e-01,2.18,-0.0092
1.157e-01,2.18,-0.01
1.158e-01,2.14,-0.0156
1.160e-01,2.14,-0.0112
1.162e-01,2.12,-0.0116
1.163e-01,2.1,-0.0104
1.165e-01,2.08,-0.012
1.166e-01,2.08,-0.012
1.168e-01,2.06,-0.0148
1.170e-01,2.04,-0.0144
1.171e-01,2,-0.0156
1.173e-01,1.98,-0.0152
1.174e-01,1.96,-0.0144
1.176e-01,1.92,-0.0172
1.178e-01,1.9,-0.0168
1.179e-01,1.88,-0.016
1.181e-01,1.84,-0.0164
1.182e-01,1.84,-0.018
1.184e-01,1.8,-0.0172
1.186e-01,1.76,-0.0192
1.187e-01,1.74,-0.0188
1.189e-01,1.7,-0.0192
1.190e-01,1.66,-0.0196
1.192e-01,1.64,-0.02
1.194e-01,1.6,-0.0208
1.195e-01,1.58,-0.0216
1.197e-01,1.54,-0.0216
1.198e-01,1.5,-0.0248
1.200e-01,1.48,-0.0216
1.202e-01,1.44,-0.0232
1.203e-01,1.4,-0.024
1.205e-01,1.36,-0.0224
1.206e-01,1.34,-0.0244
1.208e-01,1.28,-0.0248
1.210e-01,1.24,-0.0248
1.211e-01,1.2,-0.024
1.213e-01,1.16,-0.026
1.214e-01,1.12,-0.0248
1.216e-01,1.08,-0.034
1.218e-01,1.04,-0.0252
1.219e-01,1,-0.028
1.221e-01,0.96,-0.0268
1.222e-01,0.92,-0.028
1.224e-01,0.88,-0.028
1.226e-01,0.84,-0.0276
1.227e-01,0.78,-0.0316
1.229e-01,0.74,-0.0284
1.230e-01,0.7,-0.0276
1.232e-01,0.66,-0.0292
1.234e-01,0.62,-0.0276
1.235e-01,0.56,-0.0288
1.237e-01,0.52,-0.0272
1.238e-01,0.48,-0.0268
1.240e-01,0.44,-0.0308
1.242e-01,0.38,-0.0264
1.243e-01,0.34,-0.0276
1.245e-01,0.3,-0.0288
1.246e-01,0.24,-0.0304
1.248e-01,0.22,-0.0292
1.250e-01,0.16,-0.03
1.251e-01,0.12,-0.0272
1.253e-01,0.06,-0.0296
1.254e-01,0.04,-0.032
1.256e-01,-0.04,-0.03
1.258e-01,-0.06,-0.0308
1.259e-01,-0.1,-0.03
1.261e-01,-0.16,-0.0288
1.262e-01,-0.22,-0.0276
1.264e-01,-0.24,-0.0304
1.266e-01,-0.28,-0.0292
1.267e-01,-0.34,-0.0336
1.269e-01,-0.38,-0.0296
1.270e-01,-0.42,-0.0292
1.272e-01,-0.48,-0.0308
1.274e-01,-0.52,-0.0304
1.275e-01,-0.56,-0.03
1.277e-01,-0.62,-0.0288
1.278e-01,-0.64,-0.0268
1.280e-01,-0.68,-0.026
1.282e-01,-0.74,-0.0288
1.283e-01,-0.78,-0.028
1.285e-01,-0.82,-0.028
1.286e-01,-0.86,-0.028
1.288e-01,-0.92,-0.0272
1.290e-01,-0.94,-0.028
1.291e-01,-0.98,-0.024
1.293e-01,-1.04,-0.0252
1.294e-01,-1.08,-0.0264
1.296e-01,-1.12,-0.0256
1.298e-01,-1.16,-0.0236
1.299e-01,-1.2,-0.0248
1.301e-01,-1.24,-0.026
1.302e-01,-1.28,-0.0236
1.304e-01,-1.3,-0.0256
1.306e-01,-1.36,-0.0248
1.307e-01,-1.4,-0.0236
1.309e-01,-1.44,-0.0228
1.310e-01,-1.46,-0.0228
1.312e-01,-1.5,-0.0212
1.314e-01,-1.54,-0.022
1.315e-01,-1.58,-0.0228
1.317e-01,-1.6,-0.0212
1.318e-01,-1.64,-0.022
1.320e-01,-1.66,-0.02
1.322e-01,-1.7,-0.0192
1.323e-01,-1.72,-0.02
1.325e-01,-1.76,-0.0196
1.326e-01,-1.78,-0.0184
1.328e-01,-1.82,-0.018
1.330e-01,-1.84,-0.018
1.331e-01,-1.86,-0.0184
1.333e-01,-1.9,-0.0184
1.334e-01,-1.94,-0.016
1.336e-01,-1.94,-0.0156
1.338e-01,-1.96,-0.014
1.339e-01,-2,-0.0172
1.341e-01,-2.02,-0.0148
1.342e-01,-2.04,-0.0128
1.344e-01,-2.06,-0.0128
1.346e-01,-2.08,-0.0112
1.347e-01,-2.1,-0.0116
1.349e-01,-2.1,-0.0124
1.350e-01,-2.12,-0.0128
1.352e-01,-2.14,-0.01
1.354e-01,-2.16,-0.01
1.355e-01,-2.18,-0.0092
1.357e-01,-2.2,-0.0096
1.358e-01,-2.22,-0.008
1.360e-01,-2.22,-0.0088
1.362e-01,-2.24,-0.0076
1.363e-01,-2.24,-0.0076
1.365e-01,-2.26,-0.0056
1.366e-01,-2.26,-0.0056
1.368e-01,-2.28,-0.0068
1.370e-01,-2.28,-0.0068
1.371e-01,-2.28,-0.0036
1.373e-01,-2.3,-0.0036
1.374e-01,-2.3,-0.0024
1.376e-01,-2.3,-0.0008
1.378e-01,-2.32,-0.0016
1.379e-01,-2.32,-0.0012
1.381e-01,-2.32,0.0012
1.382e-01,-2.3,0.002
1.384e-01,-2.3,0.0032
1.386e-01,-2.3,0.0032
1.387e-01,-2.28,0.0048
1.389e-01,-2.3,-0.0016
1.390e-01,-2.28,0.0048
1.392e-01,-2.26,0.0064
1.394e-01,-2.26,0.006
1.395e-01,-2.24,0.0084
1.397e-01,-2.24,0.0076
1.398e-01,-2.22,0.0076
1.400e-01,-2.2,0.0084
1.402e-01,-2.2,0.0088
1.403e-01,-2.2,0.0088
1.405e-01,-2.18,0.0104
1.406e-01,-2.16,0.0104
1.408e-01,-2.14,0.0088
1.410e-01,-2.12,0.0108
1.411e-01,-2.12,0.0112
1.413e-01,-2.08,0.0152
1.414e-01,-2.06,0.0124
1.416e-01,-2.04,0.0132
1.418e-01,-2.02,0.0132
1.419e-01,-2,0.0148
1.421e-01,-1.98,0.0148
1.422e-01,-1.96,0.014
1.424e-01,-1.94,0.016
1.426e-01,-1.9,0.0172
1.427e-01,-1.88,0.0168
1.429e-01,-1.86,0.0164
1.430e-01,-1.84,0.0168
1.432e-01,-1.8,0.0192
1.434e-01,-1.78,0.0172
1.435e-01,-1.74,0.0192
1.437e-01,-1.72,0.0196
1.438e-01,-1.68,0.0208
1.440e-01,-1.66,0.0208
1.442e-01,-1.62,0.0208
1.443e-01,-1.6,0.0236
1.445e-01,-1.56,0.0196
1.446e-01,-1.52,0.0208
1.448e-01,-1.48,0.024
1.450e-01,-1.46,0.0216
1.451e-01,-1.42,0.0212
1.453e-01,-1.38,0.0248
1.454e-01,-1.34,0.0248
1.456e-01,-1.3,0.024
1.458e-01,-1.26,0.0248
1.459e-01,-1.24,0.0232
1.461e-01,-1.18,0.0244
1.462e-01,-1.14,0.0256
1.464e-01,-1.1,0.0252
1.466e-01,-1.06,0.0248
1.467e-01,-1.04,0.0256
1.469e-01,-0.98,0.0264
1.470e-01,-0.94,0.028
1.472e-01,-0.9,0.0296
1.474e-01,-0.86,0.028
1.475e-01,-0.82,0.0276
1.477e-01,-0.76,0.0288
1.478e-01,-0.74,0.0252
1.480e-01,-0.7,0.0244
1.482e-01,-0.66,0.0304
1.483e-01,-0.58,0.0296
1.485e-01,-0.56,0.0268
1.486e-01,-0.5,0.0296
1.488e-01,-0.46,0.0292
1.490e-01,-0.42,0.0304
1.491e-01,-0.4,0.0268
1.493e-01,-0.32,0.0308
1.494e-01,-0.3,0.0292
1.496e-01,-0.24,0.0296
1.498e-01,-0.2,0.0308
1.499e-01,-0.16,0.03
1.501e-01,-0.12,0.0296
1.502e-01,-0.08,0.0308
1.504e-01,-0.02,0.0296
1.506e-01,0.02,0.0292
1.507e-01,0.06,0.0252
1.509e-01,0.1,0.0292
1.510e-01,0.16,0.03
1.512e-01,0.2,0.0312
1.514e-01,0.24,0.03
1.515e-01,0.3,0.0296
1.517e-01,0.32,0.032
1.518e-01,0.38,0.03
1.520e-01,0.42,0.0296
1.522e-01,0.46,0.0308
1.523e-01,0.52,0.0288
1.525e-01,0.56,0.0296
1.526e-01,0.6,0.0288
1.528e-01,0.64,0.0276
1.530e-01,0.7,0.03
1.531e-01,0.74,0.0284
1.533e-01,0.78,0.0276
1.534e-01,0.82,0.028
1.536e-01,0.86,0.0284
1.538e-01,0.92,0.0268
1.539e-01,0.96,0.0268
1.541e-01,1,0.0288
1.542e-01,1.04,0.0244
1.544e-01,1.08,0.0276
1.546e-01,1.12,0.0256
1.547e-01,1.14,0.0264
1.549e-01,1.2,0.0256
1.550e-01,1.24,0.0244
1.552e-01,1.28,0.026
1.554e-01,1.32,0.024
1.555e-01,1.34,0.026
1.557e-01,1.4,0.0244
1.558e-01,1.44,0.0236
1.560e-01,1.48,0.026
1.562e-01,1.5,0.024
1.563e-01,1.54,0.0228
1.565e-01,1.58,0.0196
1.566e-01,1.6,0.0184
1.568e-01,1.64,0.0208
1.570e-01,1.66,0.0212
1.571e-01,1.7,0.0212
1.573e-01,1.72,0.0196
1.574e-01,1.76,0.022
1.576e-01,1.78,0.0164
1.578e-01,1.82,0.0196
1.579e-01,1.84,0.018
1.581e-01,1.86,0.0176
1.582e-01,1.88,0.0172
1.584e-01,1.92,0.0168
1.586e-01,1.94,0.016
1.587e-01,1.96,0.0144
1.589e-01,2,0.0156
1.590e-01,2,0.0148
1.592e-01,2.04,0.014
1.594e-01,2.06,0.0136
1.595e-01,2.08,0.0128
1.597e-01,2.08,0.0124
1.598e-01,2.12,0.0132

